row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,location
1955,228 Peachtree E Shopping Ctr,,Peachtree City,GA,30269,(770) 487-5070,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"228 Peachtree E Shopping Ctr, Peachtree City, GA, 30269"
1956,307 Highway 74 N,,Peachtree City,GA,30269,(770) 486-8903,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"307 Highway 74 N, Peachtree City, GA, 30269"
1957,4941 S Old Peachtree Rd,Suite A,Peachtree Corners,GA,30092,(770) 272-5004,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"4941 S Old Peachtree Rd Suite A, Peachtree Corners, GA, 30092"
1958,103 Park Ave,Suite 300,Pooler,GA,31322,(912) 988-3594,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"103 Park Ave Suite 300, Pooler, GA, 31322"
1959,1702 Pooler Parkway,,Pooler,GA,31322,(912) 988-7996,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,False,True,True,False,False,"1702 Pooler Parkway, Pooler, GA, 31322"
1960,7201 GA Highway 21,,Port Wentworth,GA,31407,(912) 349-7882,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False,"7201 GA Highway 21, Port Wentworth, GA, 31407"
1961,4100 Macland Rd,,Powder Springs,GA,30127,(678) 540-8155,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,False,"4100 Macland Rd, Powder Springs, GA, 30127"
1962,6550 Highway 42,,Rex,GA,30273,(678) 284-9251,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"6550 Highway 42, Rex, GA, 30273"
1963,7087 Highway 85,,Riverdale,GA,30274,(770) 909-0011,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,True,"7087 Highway 85, Riverdale, GA, 30274"
1964,12 Shorter Ave NW,,Rome,GA,30165,(706) 232-6630,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"12 Shorter Ave NW, Rome, GA, 30165"
1965,11706 Alpharetta Hwy,Suite 400,Roswell,GA,30076,(770) 664-8817,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"11706 Alpharetta Hwy Suite 400, Roswell, GA, 30076"
1966,1590 Holcomb Bridge Rd,Suite 100,Roswell,GA,30076,(770) 992-7950,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False,"1590 Holcomb Bridge Rd Suite 100, Roswell, GA, 30076"
1967,4691 Woodstock Rd,,Roswell,GA,30075,(770) 518-3392,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"4691 Woodstock Rd, Roswell, GA, 30075"
1968,775 Holcomb Bridge Rd,,Roswell,GA,30076,(770) 993-5800,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"775 Holcomb Bridge Rd, Roswell, GA, 30076"
1969,3 Glenlake Pkwy Northeast,,Sandy Springs,GA,30328,(470) 870-6748,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,Closed,Closed,False,False,False,False,False,False,"3 Glenlake Pkwy Northeast, Sandy Springs, GA, 30328"
1970,6060 Roswell Rd NE,,Sandy Springs,GA,30328,(404) 257-1518,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"6060 Roswell Rd NE, Sandy Springs, GA, 30328"
1971,105 E Derenne Ave,,Savannah,GA,31405,(912) 231-3253,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"105 E Derenne Ave, Savannah, GA, 31405"
1972,4333 Ogeechee Rd,,Savannah,GA,31405,(912) 777-4907,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"4333 Ogeechee Rd, Savannah, GA, 31405"
1973,5921 Ogeechee Rd,,Savannah,GA,31419,(912) 712-3702,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"5921 Ogeechee Rd, Savannah, GA, 31419"
1974,8116 Wells St,,Senoia,GA,30276,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,False,False,False,False,"8116 Wells St, Senoia, GA, 30276"
1975,12 Bailey Station Dr,,Sharpsburg,GA,30277,(770) 253-0022,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"12 Bailey Station Dr, Sharpsburg, GA, 30277"
1976,3300 S. Cobb Dr,,Smyrna,GA,30080,(770) 436-6350,Closed,Closed,Closed,Closed,Closed,Closed,Closed,True,True,True,True,False,False,"3300 S. Cobb Dr, Smyrna, GA, 30080"
1977,4928 S Cobb Dr SE,,Smyrna,GA,30080,(770) 433-8033,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False,"4928 S Cobb Dr SE, Smyrna, GA, 30080"
1978,2115 E. Main St,Ste E,Snellville,GA,30078,(678) 344-3567,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,False,"2115 E. Main St Ste E, Snellville, GA, 30078"
1979,3455 Centerville Hwy,,Snellville,GA,30039,(470) 275-4102,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,False,False,False,"3455 Centerville Hwy, Snellville, GA, 30039"
1980,3941 US Highway 78,,Snellville,GA,30039,(678) 353-6205,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,False,False,False,"3941 US Highway 78, Snellville, GA, 30039"
1981,147 Northside Dr E,,Statesboro,GA,30458,(912) 259-9158,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,False,True,True,True,False,False,"147 Northside Dr E, Statesboro, GA, 30458"
1982,606 Fair Rd,,Statesboro,GA,30458,(912) 681-1227,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,False,True,True,False,True,"606 Fair Rd, Statesboro, GA, 30458"
1983,1537 Hudson Bridge Rd,,Stockbridge,GA,30281,(678) 565-6756,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1537 Hudson Bridge Rd, Stockbridge, GA, 30281"
1984,5410 N Henry Blvd,,Stockbridge,GA,30281,(770) 507-1852,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,False,True,True,False,False,"5410 N Henry Blvd, Stockbridge, GA, 30281"
1985,5161 Highway 78,,Stone Mountain,GA,30087,(678) 344-9920,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True,"5161 Highway 78, Stone Mountain, GA, 30087"
1986,220 Peachtree Industrial Blvd,,Sugar Hill,GA,30518,(770) 945-9347,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"220 Peachtree Industrial Blvd, Sugar Hill, GA, 30518"
1987,4450K Nelson Blogden Blvd,,Sugar Hill,GA,30518,(770) 271-4200,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,True,"4450K Nelson Blogden Blvd, Sugar Hill, GA, 30518"
1988,5870 Cumming Highway,,Sugar Hill,GA,30518,(770) 271-1414,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,True,"5870 Cumming Highway, Sugar Hill, GA, 30518"
1989,2855 Lawrenceville Suwanee Rd,,Suwanee,GA,30024,(770) 932-7707,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,False,"2855 Lawrenceville Suwanee Rd, Suwanee, GA, 30024"
1990,3154 Lawrenceville Suwanee Rd,Suite 101,Suwanee,GA,30024,(770) 932-2933,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"3154 Lawrenceville Suwanee Rd Suite 101, Suwanee, GA, 30024"
1991,7810 McGinnis Ferry Rd,Ste 101,Suwanee,GA,30024,(678) 584-1805,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"7810 McGinnis Ferry Rd Ste 101, Suwanee, GA, 30024"
1992,1097 Highway 19 N,,Thomaston,GA,30286,(706) 647-4780,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1097 Highway 19 N, Thomaston, GA, 30286"
1993,2701 E Pinetree Blvd,,Thomasville,GA,31792,(229) 226-0066,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"2701 E Pinetree Blvd, Thomasville, GA, 31792"
1994,3935 Lavista Rd,,Tucker,GA,30084,(770) 934-3359,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,False,True,True,False,False,"3935 Lavista Rd, Tucker, GA, 30084"
1995,4092 Lawrenceville Hwy,,Tucker,GA,30084,(470) 857-5737,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,True,"4092 Lawrenceville Hwy, Tucker, GA, 30084"
1996,4760 Jonesboro Rd,,Union City,GA,30291,(770) 969-9181,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,True,"4760 Jonesboro Rd, Union City, GA, 30291"
1997,3460 Madison Hwy,,Valdosta,GA,31601,(229) 293-0388,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,True,False,False,"3460 Madison Hwy, Valdosta, GA, 31601"
1998,706 E 1st St,,Vidalia,GA,30474,(912) 805-2013,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,True,True,True,True,False,False,"706 E 1st St, Vidalia, GA, 30474"
1999,135 Commerce Dr,,Villa Rica,GA,30180,(770) 459-3113,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"135 Commerce Dr, Villa Rica, GA, 30180"
2000,95 Liberty Rd,,Villa Rica,GA,30180,(770) 456-9941,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,True,False,False,"95 Liberty Rd, Villa Rica, GA, 30180"
2001,3111 Watson Blvd,,Warner Robins,GA,31093,(478) 953-1333,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,False,True,True,False,True,"3111 Watson Blvd, Warner Robins, GA, 31093"
2002,825 Russell Pkwy,,Warner Robins,GA,31088,(478) 449-1749,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"825 Russell Pkwy, Warner Robins, GA, 31088"
2003,866 GA Hwy 96,Suite 101,Warner Robins,GA,31088,(478) 988-0377,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"866 GA Hwy 96 Suite 101, Warner Robins, GA, 31088"
2004,2081 Hog Mountain Rd,,Watkinsville,GA,30677,(706) 769-8363,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,True,"2081 Hog Mountain Rd, Watkinsville, GA, 30677"
2005,2403 Plant Ave,,Waycross,GA,31501,(912) 285-4125,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"2403 Plant Ave, Waycross, GA, 31501"
2006,71 GA Highway 56 N,Ste B,Waynesboro,GA,30830,(706) 264-7805,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,False,True,True,False,False,"71 GA Highway 56 N Ste B, Waynesboro, GA, 30830"
2007,41 E May St,Suite 100,Winder,GA,30680,(678) 963-0139,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,False,"41 E May St Suite 100, Winder, GA, 30680"
2008,600 Claremore Professional Way,,Woodstock,GA,30188,(770) 928-2913,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"600 Claremore Professional Way, Woodstock, GA, 30188"
2009,8000 Alabama Rd NE,,Woodstock,GA,30189,(678) 402-8557,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"8000 Alabama Rd NE, Woodstock, GA, 30189"
2010,875 Towne Lake Parkway,Ste D,Woodstock,GA,30188,(770) 928-2582,12:00 AM - 12:00 AM,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,True,True,True,True,False,True,"875 Towne Lake Parkway Ste D, Woodstock, GA, 30188"
2011,9755 Hwy 92,,Woodstock,GA,30188,(770) 926-7770,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"9755 Hwy 92, Woodstock, GA, 30188"
2012,98-1002 Moanalua Rd,,Aiea,HI,96701,(808) 483-3933,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 6:00 PM,False,True,True,False,False,False,"98-1002 Moanalua Rd, Aiea, HI, 96701"
2013,2560 McCarthy Mall,University Of Hawaii,Honolulu,HI,96822,(808) 956-6728,Closed,Closed,Closed,Closed,Closed,Closed,Closed,False,True,True,False,False,False,"2560 McCarthy Mall University Of Hawaii, Honolulu, HI, 96822"
2014,300 Rodgers Boulevard,,Honolulu,HI,96819,,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,False,False,False,False,False,False,"300 Rodgers Boulevard, Honolulu, HI, 96819"
2015,3270 Ualena St,,Honolulu,HI,96819,(808) 839-7505,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"3270 Ualena St, Honolulu, HI, 96819"
2016,4450 Kapolei Parkway,Suite 400,Kapolei,HI,96707,(808) 674-1515,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,False,False,False,"4450 Kapolei Parkway Suite 400, Kapolei, HI, 96707"
2017,1170 Kuala St,Suite 300,Pearl City,HI,96782,(808) 456-7060,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,False,False,False,"1170 Kuala St Suite 300, Pearl City, HI, 96782"
2018,1750 West Lake St,,Addison,IL,60101,(630) 773-9890,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,True,"1750 West Lake St, Addison, IL, 60101"
2019,2100 Army Trail Rd,,Addison,IL,60101,(331) 307-3791,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False,"2100 Army Trail Rd, Addison, IL, 60101"
2020,33 E Lake St,,Addison,IL,60101,(630) 279-7125,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,True,"33 E Lake St, Addison, IL, 60101"
2021,1319 E Algonquin Rd,,Algonquin,IL,60102,(224) 333-0415,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,"1319 E Algonquin Rd, Algonquin, IL, 60102"
2022,1469 S Randall Rd,,Algonquin,IL,60102,(224) 241-8291,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False,"1469 S Randall Rd, Algonquin, IL, 60102"
2023,4005 W Algonquin Rd,,Algonquin,IL,60102,(224) 833-7668,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,False,False,False,False,False,"4005 W Algonquin Rd, Algonquin, IL, 60102"
2024,11843 S Pulaski Rd,,Alsip,IL,60803,(708) 388-3837,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 5:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"11843 S Pulaski Rd, Alsip, IL, 60803"
2025,12150 S. Cicero Ave,,Alsip,IL,60803,(708) 824-9744,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,True,"12150 S. Cicero Ave, Alsip, IL, 60803"
2026,4361 West 127th Street,,Alsip,IL,60803,(708) 388-3671,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,False,False,False,False,"4361 West 127th Street, Alsip, IL, 60803"
2027,442 Orchard St,,Antioch,IL,60002,(847) 533-8036,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,"442 Orchard St, Antioch, IL, 60002"
2028,475 E Route 173,In Walmart,Antioch,IL,60002,(847) 533-4517,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,False,True,True,True,False,False,"475 E Route 173 In Walmart, Antioch, IL, 60002"
2029,1010 E Rand Rd,,Arlington Heights,IL,60004,(847) 577-0506,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"1010 E Rand Rd, Arlington Heights, IL, 60004"
2030,105 W. Dundee Rd,,Arlington Heights,IL,60004,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,False,True,"105 W. Dundee Rd, Arlington Heights, IL, 60004"
2031,122 S Arlington Heights Rd,,Arlington Heights,IL,60005,(847) 483-9820,5:00 AM - 8:00 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,True,True,True,True,False,True,"122 S Arlington Heights Rd, Arlington Heights, IL, 60005"
