,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins
2291,801 N Milwaukee Ave,N/A,Chicago,IL,60642,(773) 915-3421,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 5:30 PM,5:00 AM - 4:00 PM,6:30 AM - 3:30 PM,6:30 AM - 2:00 PM,False,True,True,True,False,False
2292,8145 S Pulaski Rd,Gas Station,Chicago,IL,60652,(773) 747-7286,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,False,False,False
2293,823 N Western Ave,N/A,Chicago,IL,60622,(773) 288-9196,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,False,False,False
2294,825 W 47th St,N/A,Chicago,IL,60609,(224) 551-2769,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
2295,8753 S Stony Island Ave,N/A,Chicago,IL,60617,(773) 375-2426,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True
2296,901 W Washington Blvd,N/A,Chicago,IL,60607,(312) 850-3450,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:30 AM - 5:30 PM,False,True,True,True,False,True
2297,9100 S Commercial Ave,N/A,Chicago,IL,60617,(773) 221-3991,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,4:00 AM - 12:00 AM,False,True,True,True,False,True
2298,945 W Belmont Ave,N/A,Chicago,IL,60657,(773) 348-1339,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False
2299,947 W Addison St,N/A,Chicago,IL,60613,(773) 726-7254,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
2300,947 W Fullerton Ave,N/A,Chicago,IL,60614,(773) 248-6101,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,False,True,True,False,False,False
2301,970 W. Pershing Rd,N/A,Chicago,IL,60609,(773) 726-7167,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,4:00 AM - 4:00 PM,5:00 AM - 2:00 PM,False,True,True,True,False,False
2302,Midway Airport,N/A,Chicago,IL,60638,(773) 581-7677,Closed,Closed,Closed,Closed,Closed,Closed,Closed,False,False,False,False,False,False
2303,Midway Int'L Airport,Midway International Airport,Chicago,IL,60638,(877) 325-8777,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,False,False,False,False
2304,O'Hare Airport,O'Hare Terminal 3 H/K Food Court,Chicago,IL,60666,(773) 462-1051,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,False,False
2305,O'Hare Airport,O'Hare Airport Terminal 2 Near Gate F9,Chicago,IL,60666,(773) 974-2025,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,False,True,True,True,False,False
2306,"O'Hare Airport, Terminal 5 Departures",N/A,Chicago,IL,60666,(773) 782-6003,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,4:30 AM - 12:30 AM,False,True,True,False,False,False
2307,120 N Halsted St,N/A,Chicago Heights,IL,60411,(708) 793-9937,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
2308,3225 Chicago Rd,N/A,Chicago Heights,IL,60411,(708) 754-9774,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,True
2309,431 W 14th St,N/A,Chicago Heights,IL,60411,(708) 722-2233,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False
2310,6408 W 95th St,N/A,Chicago Ridge,IL,60415,(708) 599-8633,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
2311,9680 S Ridgeland Ave,N/A,Chicago Ridge,IL,60415,(630) 841-4406,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 6:00 PM,False,True,True,False,False,True
2312,2147 S Cicero Ave,N/A,Cicero,IL,60804,(708) 656-2090,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True
2313,3146 S. Cicero Ave,N/A,Cicero,IL,60804,(773) 326-8286,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,True,True,True,True,False,False
2314,5600 W 16th St,N/A,Cicero,IL,60804,(708) 780-9330,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,True
2315,5735 W. Roosevelt Ave,N/A,Cicero,IL,60804,(773) 288-9932,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
2316,5756 W. Ogden Ave,N/A,Cicero,IL,60804,(773) 633-4613,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False
2317,4021 W 183rd St,N/A,Country Club Hills,IL,60478,(708) 206-1606,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
2318,5500 S. La Grange Rd,N/A,Countryside,IL,60525,(708) 354-3305,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,False,False
2319,1724 N Plainfield Rd,N/A,Crest Hill,IL,60435,(815) 741-4511,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
2320,13661 Cicero Ave,N/A,Crestwood,IL,60445,(708) 389-5215,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,False,True,True,False,False
2321,5443 W 127th St,N/A,Crestwood,IL,60445,(708) 396-9701,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
2322,700 S Main St,N/A,Creve Coeur,IL,61610,(309) 966-0798,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False
2323,290 N IL Route 31,N/A,Crystal Lake,IL,60012,(800) 447-0013,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,False,True,True,False,False
2324,4817 Northwest Hwy,N/A,Crystal Lake,IL,60014,(815) 477-4817,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
2325,3216 N Vermilion St,N/A,Danville,IL,61832,(217) 431-4730,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False
2326,2445 75th St,N/A,Darien,IL,60561,(630) 427-0971,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,5:00 AM - 8:00 PM,5:30 AM - 8:00 PM,True,True,True,True,False,False
2327,7532 S Cass Ave,Unit A,Darien,IL,60561,N/A,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,False,False,False
2328,1101 W Lincoln Hwy,N/A,DeKalb,IL,60115,(815) 901-0484,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,True,True,True,True,False,True
2329,460 E Lincoln Hwy,N/A,DeKalb,IL,60115,(815) 901-4222,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 2:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False
2330,3016 N Water St,N/A,Decatur,IL,62526,(217) 330-9326,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
2331,499 Lake Cook Rd,N/A,Deerfield,IL,60015,(847) 272-6100,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,True
2332,1080 E Oakton St,N/A,Des Plaines,IL,60018,(847) 296-4579,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,False
2333,1552 Rand Rd,N/A,Des Plaines,IL,60016,(847) 635-3342,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,True
2334,1926 S. River Rd,N/A,Des Plaines,IL,60018,(847) 390-0090,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False
2335,2120 Miner St,N/A,Des Plaines,IL,60016,(847) 827-4278,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False
2336,2995 Mannheim Rd,N/A,Des Plaines,IL,60018,(872) 213-9913,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,False,False
2337,782 W Oakton,N/A,Des Plaines,IL,60018,(847) 290-0752,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,True
2338,850 Elmhurst Rd,N/A,Des Plaines,IL,60016,(847) 981-9022,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,True
2339,9660 Golf Rd,N/A,Des Plaines,IL,60016,(224) 567-8052,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False
2340,1136 E. Sibley Blvd,N/A,Dolton,IL,60419,(708) 849-3991,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True
2341,250 W. Sibley Blvd,N/A,Dolton,IL,60419,(708) 201-6300,5:00 AM - 4:30 PM,5:00 AM - 4:30 PM,5:00 AM - 4:30 PM,5:00 AM - 4:30 PM,5:00 AM - 4:30 PM,5:00 AM - 4:30 PM,6:00 AM - 4:30 PM,True,True,True,False,False,False
2342,1200 75th St,N/A,Downers Grove,IL,60516,(630) 968-3988,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 4:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
2343,1931 W Ogden Ave,N/A,Downers Grove,IL,60515,(630) 241-9191,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
2344,522 Ogden Ave,N/A,Downers Grove,IL,60515,(630) 852-1553,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,5:00 AM - 4:00 PM,True,True,True,True,False,False
2345,6310 Woodward Ave,N/A,Downers Grove,IL,60516,(630) 964-5465,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,False,True,True,False,False
2346,892 S Main Street,N/A,East Dundee,IL,60118,N/A,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,True
2347,17499 Dixie Highway,N/A,East Hazel Crest,IL,60429,(708) 799-4510,4:30 AM - 6:30 PM,4:30 AM - 6:30 PM,4:30 AM - 6:30 PM,4:30 AM - 6:30 PM,4:30 AM - 6:30 PM,5:00 AM - 6:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
2348,303 S Main St,N/A,East Peoria,IL,61611,(309) 966-3007,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,True
2349,1702 W Evergreen Ave,N/A,Effingham,IL,62401,(217) 347-7183,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False
2350,1805 W Fayette Ave,N/A,Effingham,IL,62401,(217) 347-0480,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,False,False,True,False,False
2351,780 N Main St,N/A,Elburn,IL,60119,(630) 365-6955,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 6:30 PM,True,True,True,True,False,False
2352,1169 Dundee Ave,N/A,Elgin,IL,60120,(630) 206-3936,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
2353,1500 Larkin Ave,N/A,Elgin,IL,60123,(224) 238-3723,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,False,True,True,False,False
2354,1730 N. State St,N/A,Elgin,IL,60123,(847) 531-8700,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,True
2355,3191 US Highway 20,Unit C,Elgin,IL,60124,(224) 227-6251,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
2356,351 S Randall Rd,N/A,Elgin,IL,60123,(847) 622-0100,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,False,False,False,False
2357,80 Tyler Creek Plz,N/A,Elgin,IL,60123,(847) 695-9228,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 5:00 PM,True,True,True,True,False,False
2358,812 E Chicago St,N/A,Elgin,IL,60120,(847) 841-7411,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,True
2359,846 Summit St,N/A,Elgin,IL,60120,(847) 454-7054,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,True,False,True,False,False,False
2360,95 Clock Tower Plz,N/A,Elgin,IL,60120,(847) 454-3944,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,True,True,True,True,False,True
2361,1805 E Oakton St,N/A,Elk Grove Village,IL,60007,(773) 726-7336,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,3:00 AM - 6:00 PM,4:00 AM - 6:00 PM,False,True,True,True,False,False
2362,2750 W Touhy Ave,N/A,Elk Grove Village,IL,60007,(847) 258-3137,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,False
2363,50 Biesterfield Rd,N/A,Elk Grove Village,IL,60007,(847) 437-1004,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,5:00 AM - 11:00 PM,True,True,True,True,False,True
2364,674 Meacham Rd,N/A,Elk Grove Village,IL,60007,(847) 534-0000,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
2365,700 E. Higgins Rd,N/A,Elk Grove Village,IL,60007,(847) 593-1419,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 6:00 PM,4:00 AM - 5:00 PM,True,True,True,True,False,False
2366,801 Meacham Rd,Wal*Mart,Elk Grove Village,IL,60007,(847) 534-9700,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,False,False,True,True,False,False
2367,195 E. Butterfield Rd,Elmhurst Plaza,Elmhurst,IL,60126,(630) 833-3535,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:00 PM,5:30 AM - 4:00 PM,False,True,True,True,False,False
2368,506 W North Ave,N/A,Elmhurst,IL,60126,(630) 279-1933,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,True
2369,936 N York Rd,N/A,Elmhurst,IL,60126,(630) 530-9292,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,True
2370,7201 W Grand Ave,N/A,Elmwood Park,IL,60707,(708) 452-0145,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,True,True,False,True
2371,2951 Centerpoint Way,N/A,Elwood,IL,60421,(708) 310-9161,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,True,True,True,True,False,False
2372,1612 Benson Ave,Cta,Evanston,IL,60201,(847) 491-0816,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 4:00 PM,7:00 AM - 2:00 PM,False,True,True,False,False,False
2373,1900 Dempster St,N/A,Evanston,IL,60202,(847) 869-3600,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,5:00 AM - 11:00 PM,True,True,True,True,False,True
2374,1999 Campus Dr,Northwestern University,Evanston,IL,60208,(847) 467-6111,8:00 AM - 11:30 PM,8:00 AM - 11:30 PM,8:00 AM - 11:30 PM,8:00 AM - 11:30 PM,8:00 AM - 7:00 PM,12:00 PM - 7:00 PM,12:00 PM - 11:30 PM,False,False,False,False,False,False
2375,2494 Oakton St,N/A,Evanston,IL,60202,(847) 491-9550,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 6:00 PM,True,True,True,False,False,False
2376,2658 Green Bay Rd,N/A,Evanston,IL,60201,(847) 869-6667,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,True
2377,3332 W 95th St,N/A,Evergreen Park,IL,60805,(708) 424-9587,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,False,True,True,True,False,False
2378,8736 S Kedzie Ave,N/A,Evergreen Park,IL,60805,(773) 776-2263,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,True,True,True,False,False,True
2379,9601 S Pulaski Rd,N/A,Evergreen Park,IL,60805,(708) 581-4102,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
2380,9800 S Western Ave,N/A,Evergreen Park,IL,60805,(708) 424-6666,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True
2381,6008 N Illinois St,N/A,Fairview Heights,IL,62208,(618) 622-2505,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True
2382,3608 Vollmer Rd,N/A,Flossmoor,IL,60422,N/A,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,False,False,False,False,False,False
